Singleton,74
381,2
2641,2
485,2
254,2
446,2
1641,2
245,2
664,2
532,2
274,3
1248,3
27,3
179,3
560,4
260,4
252,5
17,5
155,5
309,5
319,5
308,7
244,7
348,7
207,8
253,23
395,24
